customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUS-02119,Female,0,Yes,Yes,16,Yes,Yes,DSL,No,No,No internet service,Month-to-month,No,Electronic check,92.04,1484.99,No
CUS-02120,Female,1,Yes,Yes,39,Yes,No phone service,No,No,Yes,No internet service,One year,Yes,Electronic check,30.6,1200.04,Yes
CUS-02121,Female,0,No,No,18,Yes,No,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Mailed check,70.71,1326.88,No
CUS-02122,Male,0,No,No,25,Yes,No,DSL,No,No,Yes,Two year,No,Electronic check,28.97,723.33,Yes
CUS-02123,Male,1,No,No,7,Yes,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes,Electronic check,48.54,354.97,No
CUS-02124,Female,1,Yes,Yes,56,Yes,No,Fiber optic,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),41.69,2249.22,No
CUS-02125,Female,0,No,Yes,47,No,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),91.02,4235.06,Yes
CUS-02126,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,One year,No,Credit card (automatic),33.07,102.41,No
CUS-02127,Male,0,No,Yes,1,Yes,No,Fiber optic,No internet service,No internet service,No,Two year,Yes,Electronic check,84.19,81.25,No
CUS-02128,Male,0,No,No,33,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),75.56,2412.58,No
CUS-02129,Female,0,No,No,71,Yes,No phone service,DSL,Yes,No,No,Two year,Yes,Credit card (automatic),85.58,6004.32,No
CUS-02130,Male,1,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.66,6501.17,No
CUS-02131,Male,0,Yes,Yes,32,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),71.41,2212.44,Yes
CUS-02132,Female,0,Yes,Yes,17,No,Yes,DSL,Yes,No,No,Two year,No,Credit card (automatic),90.06,1600.78,No
CUS-02133,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.46,1702.61,Yes
CUS-02134,Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,Yes,One year,Yes,Mailed check,87.56,1833.47,Yes
CUS-02135,Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.91,2612.64,Yes
CUS-02136,Female,0,Yes,No,6,Yes,No,DSL,No,No,Yes,One year,Yes,Electronic check,114.15,686.59,No
CUS-02137,Female,0,No,Yes,49,No,No phone service,No,No internet service,Yes,Yes,Two year,No,Mailed check,24.07,1169.48,No
CUS-02138,Female,0,Yes,Yes,26,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),55.23,1477.74,Yes
CUS-02139,Female,0,Yes,Yes,32,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,100.13,3223.14,No
CUS-02140,Female,0,No,No,44,Yes,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Mailed check,52.99,2442.02,No
CUS-02141,Female,0,No,Yes,59,Yes,Yes,No,No internet service,No,No internet service,One year,Yes,Electronic check,72.59,4116.6,Yes
CUS-02142,Female,0,Yes,No,29,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),31.45,949.9,No
CUS-02143,Male,0,Yes,No,17,Yes,No phone service,Fiber optic,Yes,No,No,Month-to-month,No,Credit card (automatic),103.69,1741.5,No
CUS-02144,Male,0,No,No,18,Yes,Yes,DSL,No internet service,No,No internet service,Month-to-month,No,Mailed check,111.12,2001.64,No
CUS-02145,Female,0,Yes,Yes,40,No,No,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Electronic check,116.4,4820.45,Yes
CUS-02146,Male,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Bank transfer (automatic),25.71,1649.67,No
CUS-02147,Male,0,No,No,45,Yes,No phone service,DSL,Yes,Yes,No,One year,Yes,Electronic check,37.92,1782.53,Yes
CUS-02148,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Electronic check,67.5,212.31,No
CUS-02149,Male,1,Yes,No,3,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),45.26,137.7,No
CUS-02150,Male,0,No,No,38,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,82.26,3144.57,No
CUS-02151,Male,0,No,No,40,Yes,No,DSL,Yes,No internet service,No,Month-to-month,No,Mailed check,102.54,4000.28,No
CUS-02152,Male,0,Yes,No,68,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,30.71,2041.39,Yes
CUS-02153,Male,0,No,No,54,Yes,No,DSL,No,Yes,No internet service,Month-to-month,Yes,Electronic check,18.32,964.92,Yes
CUS-02154,Female,1,Yes,No,20,Yes,No,No,No,Yes,No internet service,One year,No,Electronic check,117.37,2414.25,No
CUS-02155,Female,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,One year,No,Mailed check,63.04,956.52,No
CUS-02156,Female,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No internet service,Month-to-month,No,Electronic check,24.85,127.18,No
CUS-02157,Male,0,Yes,No,39,Yes,No,DSL,No internet service,Yes,No internet service,Two year,Yes,Electronic check,76.85,3091.93,No
CUS-02158,Female,0,Yes,Yes,40,Yes,No,DSL,No,No internet service,Yes,Month-to-month,Yes,Mailed check,93.32,3879.63,Yes
CUS-02159,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,No,One year,No,Mailed check,98.12,662.59,Yes
CUS-02160,Male,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.93,2565.43,Yes
CUS-02161,Male,0,No,Yes,37,Yes,No,Fiber optic,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.95,3226.5,Yes
CUS-02162,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,One year,Yes,Bank transfer (automatic),65.63,2187.95,No
CUS-02163,Female,1,Yes,No,43,No,No,Fiber optic,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),79.98,3586.58,No
CUS-02164,Female,1,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Mailed check,113.16,7076.78,No
CUS-02165,Male,0,Yes,No,36,Yes,Yes,No,No,No,No internet service,One year,Yes,Electronic check,116.75,4293.02,No
CUS-02166,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,80.76,4086.22,Yes
CUS-02167,Male,0,No,No,25,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),76.39,1863.44,Yes
CUS-02168,Female,0,No,Yes,66,Yes,No phone service,DSL,No,Yes,No,Two year,Yes,Mailed check,52.55,3463.45,No
CUS-02169,Female,1,No,No,9,Yes,No phone service,Fiber optic,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),50.42,442.86,Yes
CUS-02170,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Bank transfer (automatic),110.45,1906.29,No
CUS-02171,Female,0,No,No,22,Yes,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,84.52,1896.25,Yes
CUS-02172,Male,0,No,No,15,Yes,No phone service,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),63.86,964.82,Yes
CUS-02173,Female,0,No,No,7,No,No phone service,DSL,No,No,No,Month-to-month,Yes,Mailed check,84.59,586.21,No
CUS-02174,Male,1,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,No internet service,Month-to-month,No,Electronic check,30.09,379.93,No
CUS-02175,Male,1,Yes,Yes,36,Yes,No,DSL,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),112.34,3918.66,No
CUS-02176,Female,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.23,1098.9,Yes
CUS-02177,Female,0,No,Yes,41,No,Yes,Fiber optic,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),51.41,2209.44,Yes
CUS-02178,Male,1,No,No,21,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),19.33,424.71,Yes
CUS-02179,Female,1,Yes,No,28,Yes,No,DSL,Yes,No,No,One year,No,Bank transfer (automatic),85.72,2482.92,No
CUS-02180,Female,0,No,No,17,Yes,No,DSL,No,No,No internet service,Two year,No,Electronic check,114.96,1869.97,No
CUS-02181,Male,0,No,No,65,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),73.85,4959.55,Yes
CUS-02182,Male,0,Yes,No,13,Yes,No,DSL,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),51.27,683.55,No
CUS-02183,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,59.83,2248.35,No
CUS-02184,Male,1,Yes,Yes,58,Yes,No,DSL,No,No,No,Month-to-month,No,Credit card (automatic),74.87,4328.07,Yes
CUS-02185,Male,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Electronic check,86.88,1740.19,No
CUS-02186,Male,1,No,No,52,Yes,Yes,DSL,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.33,1901.95,Yes
CUS-02187,Female,0,No,No,6,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,111.51,672.14,No
CUS-02188,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No,One year,No,Electronic check,59.43,1341.43,No
CUS-02189,Male,0,No,Yes,42,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,80.45,3264.49,No
CUS-02190,Female,0,No,No,24,Yes,Yes,DSL,No internet service,No internet service,Yes,Two year,No,Mailed check,109.14,2674.83,Yes
CUS-02191,Male,0,No,Yes,5,Yes,Yes,No,No,No internet service,No,One year,No,Bank transfer (automatic),75.84,394.84,Yes
CUS-02192,Female,0,No,Yes,32,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,86.35,2809.18,No
CUS-02193,Male,0,No,Yes,46,No,Yes,Fiber optic,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),81.32,3863.84,No
CUS-02194,Male,0,No,No,17,Yes,No,Fiber optic,No,No internet service,Yes,Two year,Yes,Electronic check,42.8,729.15,Yes
CUS-02195,Female,0,Yes,No,27,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),114.29,3087.42,Yes
CUS-02196,Male,0,No,Yes,68,Yes,No,Fiber optic,No,No,No,One year,No,Credit card (automatic),65.24,4651.69,No
CUS-02197,Female,0,Yes,No,23,Yes,No,DSL,Yes,No,No internet service,One year,Yes,Electronic check,27.84,671.99,No
CUS-02198,Female,0,No,No,34,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,117.8,4048.75,No
CUS-02199,Male,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,83.0,1720.49,No
CUS-02200,Male,0,Yes,No,22,Yes,Yes,No,No,No internet service,No internet service,One year,No,Credit card (automatic),78.85,1712.57,No
CUS-02201,Female,0,No,Yes,65,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card (automatic),109.66,7250.41,No
CUS-02202,Male,0,Yes,No,32,Yes,No,DSL,No,No internet service,No,Two year,Yes,Electronic check,72.19,2246.41,No
CUS-02203,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,Two year,No,Credit card (automatic),54.04,3511.38,No
CUS-02204,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Electronic check,35.47,1014.31,No
CUS-02205,Male,1,No,No,7,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Mailed check,99.06,669.92,Yes
CUS-02206,Male,0,No,Yes,54,Yes,No,Fiber optic,No internet service,No,Yes,Month-to-month,No,Electronic check,51.1,2721.92,No
CUS-02207,Female,0,No,No,70,Yes,Yes,DSL,No internet service,No internet service,No internet service,One year,Yes,Mailed check,69.64,4740.11,No
CUS-02208,Female,0,No,Yes,14,Yes,No,Fiber optic,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),68.89,924.54,Yes
CUS-02209,Male,0,Yes,No,55,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.04,5135.52,No
CUS-02210,Male,0,Yes,Yes,58,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,86.42,4814.08,Yes
CUS-02211,Male,0,Yes,No,44,No,No,Fiber optic,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),60.36,2628.26,No
CUS-02212,Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Electronic check,60.6,2834.85,Yes
CUS-02213,Male,0,No,Yes,14,Yes,No phone service,Fiber optic,No,Yes,No,One year,No,Mailed check,45.03,609.06,No
CUS-02214,Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Credit card (automatic),52.09,2380.01,No
CUS-02215,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No internet service,No,Yes,Two year,No,Credit card (automatic),89.15,3539.99,Yes
CUS-02216,Female,0,Yes,No,2,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),74.23,150.1,No
CUS-02217,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No internet service,Two year,Yes,Mailed check,23.1,120.39,Yes
CUS-02218,Female,0,Yes,No,12,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),68.82,792.42,No
CUS-02219,Male,0,Yes,No,47,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),113.5,5123.76,Yes
CUS-02220,Female,0,Yes,Yes,35,Yes,Yes,DSL,No,Yes,No,Month-to-month,No,Bank transfer (automatic),28.93,974.65,No
CUS-02221,Male,0,No,No,19,Yes,No,Fiber optic,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),28.49,533.6,Yes
CUS-02222,Female,0,No,Yes,63,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,84.78,5432.79,No
CUS-02223,Male,0,Yes,No,8,Yes,No,No,No,Yes,No internet service,One year,Yes,Electronic check,113.77,913.68,No
CUS-02224,Female,0,No,No,23,No,No phone service,Fiber optic,No internet service,No,Yes,One year,Yes,Electronic check,20.67,465.82,No
CUS-02225,Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.45,689.9,Yes
CUS-02226,Male,0,No,No,23,Yes,No,Fiber optic,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.7,565.06,No
CUS-02227,Male,0,Yes,Yes,31,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Mailed check,44.58,1361.62,Yes
CUS-02228,Male,0,No,Yes,30,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,73.45,2177.6,No
CUS-02229,Female,1,No,Yes,42,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),62.21,2576.07,No
CUS-02230,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Electronic check,54.33,108.79,No
CUS-02231,Male,0,No,No,11,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Bank transfer (automatic),39.07,424.62,Yes
CUS-02232,Female,1,Yes,No,25,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),79.95,1962.67,Yes
CUS-02233,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),75.58,2152.59,No
CUS-02234,Male,0,Yes,No,22,No,Yes,DSL,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,84.31,1802.7,Yes
CUS-02235,Female,0,Yes,No,19,Yes,Yes,DSL,No internet service,No internet service,No internet service,One year,Yes,Electronic check,97.32,1795.42,No
CUS-02236,Male,0,Yes,Yes,41,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Mailed check,90.95,3649.17,No
CUS-02237,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,Yes,Yes,One year,Yes,Electronic check,113.73,4525.84,No
CUS-02238,Female,0,No,No,29,Yes,No,DSL,No internet service,No,No,Two year,No,Bank transfer (automatic),34.94,983.29,Yes
CUS-02239,Male,0,No,No,22,No,Yes,DSL,No,No,No,Month-to-month,No,Credit card (automatic),113.14,2475.29,No
CUS-02240,Male,0,Yes,No,8,Yes,No phone service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,35.21,293.19,No
CUS-02241,Male,1,No,No,47,Yes,No,No,No,No internet service,No,One year,No,Electronic check,102.28,4572.33,No
CUS-02242,Male,1,No,No,6,Yes,No,DSL,No,Yes,No internet service,Two year,Yes,Mailed check,96.84,587.13,No
CUS-02243,Female,0,Yes,No,7,Yes,No phone service,DSL,Yes,No,Yes,Month-to-month,No,Credit card (automatic),84.61,614.2,Yes
CUS-02244,Female,0,Yes,Yes,36,Yes,No phone service,Fiber optic,Yes,No,Yes,Month-to-month,No,Credit card (automatic),88.62,3084.26,No
CUS-02245,Female,0,No,Yes,8,Yes,No,DSL,No,No,No internet service,One year,Yes,Credit card (automatic),87.15,719.0,No
CUS-02246,Male,1,No,Yes,46,Yes,No phone service,DSL,No,Yes,No,One year,No,Mailed check,70.99,3313.25,No
CUS-02247,Male,0,Yes,Yes,64,Yes,No,DSL,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,21.27,1405.02,Yes
CUS-02248,Female,0,Yes,No,31,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,75.96,2253.72,No
CUS-02249,Male,0,No,No,23,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.91,1252.77,Yes
CUS-02250,Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No,One year,Yes,Electronic check,45.24,2661.12,No
CUS-02251,Male,0,Yes,No,50,Yes,No,Fiber optic,No,No,Yes,One year,Yes,Electronic check,67.01,3510.98,No
CUS-02252,Male,0,No,Yes,46,Yes,No,Fiber optic,No,No,Yes,Two year,No,Bank transfer (automatic),102.81,4908.69,No
CUS-02253,Female,0,Yes,No,43,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Two year,No,Mailed check,75.84,3284.72,No
CUS-02254,Female,0,Yes,No,10,No,No,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer (automatic),114.48,1148.06,Yes
CUS-02255,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),60.06,1171.78,No
CUS-02256,Male,0,No,No,16,No,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,Mailed check,34.83,541.23,No
CUS-02257,Female,1,Yes,No,3,Yes,No phone service,DSL,Yes,Yes,No,One year,No,Mailed check,49.47,144.47,No
CUS-02258,Female,1,Yes,No,30,Yes,No,DSL,No,No internet service,Yes,Month-to-month,Yes,Electronic check,32.47,996.51,No
CUS-02259,Male,1,No,Yes,18,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,86.49,1577.68,No
CUS-02260,Male,1,No,Yes,59,Yes,No,DSL,No,Yes,No,Two year,Yes,Mailed check,33.95,2003.41,Yes
CUS-02261,Female,0,Yes,No,70,Yes,No,DSL,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),69.83,5051.15,No
CUS-02262,Female,0,Yes,No,35,Yes,No phone service,Fiber optic,Yes,No,No internet service,Month-to-month,No,Mailed check,110.34,3691.7,Yes
CUS-02263,Female,0,No,No,19,Yes,Yes,DSL,No,No,No internet service,Two year,No,Bank transfer (automatic),61.39,1112.31,No
CUS-02264,Female,1,No,No,26,Yes,No,DSL,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),58.27,1563.61,No
CUS-02265,Male,0,Yes,No,35,Yes,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Mailed check,38.31,1329.63,Yes
CUS-02266,Female,0,No,Yes,57,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Two year,No,Electronic check,93.38,5410.77,No
CUS-02267,Female,0,Yes,Yes,49,Yes,No phone service,DSL,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),48.43,2350.34,No
CUS-02268,Male,0,No,Yes,10,No,No,Fiber optic,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),117.04,1163.21,No
CUS-02269,Female,0,Yes,No,29,Yes,No,DSL,No internet service,Yes,No,One year,Yes,Credit card (automatic),34.68,957.7,No
CUS-02270,Male,0,No,No,71,No,No,DSL,No,No internet service,No internet service,Two year,Yes,Electronic check,18.22,1297.56,No
CUS-02271,Male,0,Yes,No,68,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,71.94,4664.66,Yes
CUS-02272,Male,0,No,No,24,No,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),24.86,587.77,Yes
CUS-02273,Female,0,No,Yes,43,Yes,No,Fiber optic,No internet service,Yes,No internet service,One year,Yes,Electronic check,54.97,2277.84,No
CUS-02274,Female,0,Yes,Yes,39,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.16,2393.74,No
CUS-02275,Male,1,No,No,25,Yes,No phone service,DSL,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,42.83,1114.38,No
CUS-02276,Female,0,Yes,No,68,No,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),115.81,8244.69,No
CUS-02277,Female,0,No,Yes,34,Yes,No phone service,DSL,No,No,No,Two year,No,Credit card (automatic),52.48,1701.01,No
CUS-02278,Male,0,No,No,53,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,32.47,1792.16,No
CUS-02279,Male,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Electronic check,21.73,1237.12,Yes
CUS-02280,Female,0,No,Yes,53,Yes,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.94,2598.03,Yes
CUS-02281,Male,0,No,No,18,Yes,No phone service,Fiber optic,No,No,Yes,One year,Yes,Electronic check,100.11,1799.04,Yes
CUS-02282,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No internet service,Yes,No,Month-to-month,No,Electronic check,42.59,294.76,Yes
CUS-02283,Female,0,Yes,No,63,Yes,Yes,DSL,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),77.87,4981.07,No
CUS-02284,Female,0,No,Yes,42,No,Yes,Fiber optic,No,No,No internet service,Two year,No,Credit card (automatic),116.91,4754.31,No
CUS-02285,Female,0,No,No,11,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.36,551.44,No
CUS-02286,Male,0,No,No,9,Yes,Yes,DSL,No,Yes,No,Month-to-month,No,Bank transfer (automatic),79.6,750.77,No
CUS-02287,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Credit card (automatic),77.95,2815.88,No
CUS-02288,Male,0,Yes,Yes,65,No,No,Fiber optic,No,No internet service,Yes,Month-to-month,No,Electronic check,77.43,4972.58,Yes
CUS-02289,Male,1,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,No,One year,Yes,Electronic check,113.34,542.08,Yes
CUS-02290,Female,0,Yes,No,26,Yes,No,DSL,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.59,2626.17,No
CUS-02291,Female,0,No,Yes,51,Yes,No phone service,No,No internet service,No,No,Two year,Yes,Electronic check,18.88,919.68,No
CUS-02292,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,No internet service,No,Two year,No,Electronic check,20.79,750.73,Yes
CUS-02293,Female,0,Yes,No,3,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,22.0,64.61,No
CUS-02294,Female,0,No,Yes,59,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),54.46,3291.94,No
CUS-02295,Female,0,No,No,13,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,61.96,833.28,Yes
CUS-02296,Male,0,No,No,35,Yes,Yes,DSL,No,No internet service,No,One year,Yes,Mailed check,98.72,3484.54,No
CUS-02297,Male,0,No,No,3,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,81.63,243.91,Yes
CUS-02298,Male,0,No,No,53,Yes,No phone service,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,118.0,5950.63,Yes
CUS-02299,Female,0,Yes,No,55,Yes,No phone service,DSL,Yes,No,No,Month-to-month,No,Mailed check,97.4,5275.58,No
